sleepyline.cause,sleepyline
java/nio/ByteBuffer.wrap([BII)Ljava/nio/ByteBuffer;,org/apache/dubbo/remoting/buffer/HeapChannelBuffer:toByteBuffer:216
java/util/concurrent/ExecutorService.execute(Ljava/lang/Runnable;)V,org/apache/dubbo/remoting/transport/dispatcher/all/AllChannelHandler:disconnected:53
java/util/concurrent/Callable.call()Ljava/lang/Object;,java/util/concurrent/FutureTask:runAndReset:308
java/nio/ByteBuffer.hasArray()Z,org/jboss/netty/buffer/ChannelBuffers:wrappedBuffer:315
java/lang/Thread.currentThread()Ljava/lang/Thread;,java/util/concurrent/FutureTask:runAndReset:301
java/util/concurrent/ExecutorService.execute(Ljava/lang/Runnable;)V,org/apache/dubbo/remoting/transport/dispatcher/all/AllChannelHandler:disconnected:54
java/lang/Thread.currentThread()Ljava/lang/Thread;,org/jboss/netty/channel/socket/nio/NioWorker:scheduleWriteIfNecessary:405
java/nio/channels/ServerSocketChannel.socket()Ljava/net/ServerSocket;,org/jboss/netty/channel/socket/nio/NioServerSocketChannel:<init>:84
java/nio/channels/Selector.wakeup()Ljava/nio/channels/Selector;,org/jboss/netty/channel/socket/nio/NioClientSocketPipelineSink$Boss:register:228
java/util/concurrent/locks/Lock.lock()V,org/jboss/netty/channel/socket/nio/NioServerSocketPipelineSink:close:187
java/nio/channels/ServerSocketChannel.socket()Ljava/net/ServerSocket;,org/jboss/netty/channel/socket/nio/NioServerSocketChannel:getLocalAddress:94
java/util/concurrent/locks/Lock.lock()V,org/apache/dubbo/remoting/transport/AbstractClient:connect:270
java/nio/channels/Selector.open()Ljava/nio/channels/Selector;,org/jboss/netty/channel/socket/nio/NioServerSocketPipelineSink$Boss:<init>:218
java/nio/ByteBuffer.allocateDirect(I)Ljava/nio/ByteBuffer;,org/jboss/netty/channel/socket/nio/SocketSendBufferPool$Preallocation:<init>:155
java/util/concurrent/BlockingQueue.offer(Ljava/lang/Object;)Z,org/jboss/netty/bootstrap/ServerBootstrap$Binder:channelOpen:349
java/nio/ByteBuffer.allocateDirect(I)Ljava/nio/ByteBuffer;,org/jboss/netty/channel/socket/nio/SocketSendBufferPool$Preallocation:<init>:156
java/util/concurrent/locks/Lock.unlock()V,org/apache/dubbo/remoting/transport/AbstractClient:connect:297
java/util/concurrent/atomic/AtomicReferenceFieldUpdater.newUpdater(Ljava/lang/Class;Ljava/lang/Class;Ljava/lang/String;)Ljava/util/concurrent/atomic/AtomicReferenceFieldUpdater;,org/jboss/netty/util/internal/AtomicFieldUpdaterUtil:<clinit>:40
java/nio/channels/ServerSocketChannel.socket()Ljava/net/ServerSocket;,org/jboss/netty/channel/socket/nio/NioServerSocketChannel:getLocalAddress:93
java/util/concurrent/Executors.newCachedThreadPool(Ljava/util/concurrent/ThreadFactory;)Ljava/util/concurrent/ExecutorService;,org/apache/dubbo/remoting/transport/netty/NettyClient:<clinit>:53
java/util/concurrent/BlockingQueue.offer(Ljava/lang/Object;)Z,org/jboss/netty/bootstrap/ServerBootstrap$Binder:channelOpen:348
java/nio/channels/Selector.open()Ljava/nio/channels/Selector;,org/jboss/netty/channel/socket/nio/NioClientSocketPipelineSink$Boss:register:189
java/util/concurrent/Executors.newCachedThreadPool(Ljava/util/concurrent/ThreadFactory;)Ljava/util/concurrent/ExecutorService;,org/apache/dubbo/remoting/transport/netty/NettyClient:<clinit>:52
java/util/concurrent/ExecutorService.awaitTermination(JLjava/util/concurrent/TimeUnit;)Z,org/jboss/netty/util/internal/ExecutorUtil:terminate:108
java/util/concurrent/atomic/AtomicInteger.getAndIncrement()I,org/jboss/netty/channel/socket/nio/NioClientSocketPipelineSink:nextWorker:164
java/util/concurrent/locks/Lock.lock()V,org/apache/dubbo/remoting/transport/AbstractClient:disconnect:301
java/nio/channels/SocketChannel.connect(Ljava/net/SocketAddress;)Z,org/jboss/netty/channel/socket/nio/NioClientSocketPipelineSink:connect:141
java/lang/Object.wait(JI)V,org/jboss/netty/channel/DefaultChannelFuture:await0:266
java/util/concurrent/BlockingQueue.poll(JLjava/util/concurrent/TimeUnit;)Ljava/lang/Object;,org/jboss/netty/bootstrap/ServerBootstrap:bind:289
java/nio/channels/ServerSocketChannel.open()Ljava/nio/channels/ServerSocketChannel;,org/jboss/netty/channel/socket/nio/NioServerSocketChannel:<init>:64
java/lang/System.currentTimeMillis()J,org/apache/dubbo/remoting/transport/AbstractClient:<init>:67
java/util/concurrent/locks/Lock.lock()V,org/apache/dubbo/remoting/transport/AbstractClient:disconnect:302
java/util/concurrent/atomic/AtomicReferenceFieldUpdater.set(Ljava/lang/Object;Ljava/lang/Object;)V,org/jboss/netty/util/internal/AtomicFieldUpdaterUtil:<clinit>:47
java/nio/channels/SocketChannel.open()Ljava/nio/channels/SocketChannel;,org/jboss/netty/channel/socket/nio/NioClientSocketChannel:newSocket:47
java/util/concurrent/atomic/AtomicIntegerFieldUpdater.newUpdater(Ljava/lang/Class;Ljava/lang/String;)Ljava/util/concurrent/atomic/AtomicIntegerFieldUpdater;,org/jboss/netty/util/internal/AtomicFieldUpdaterUtil:newIntUpdater:69
java/util/concurrent/ExecutorService.shutdownNow()Ljava/util/List;,org/apache/dubbo/common/utils/ExecutorUtil:shutdownNow:85
java/util/concurrent/locks/Lock.unlock()V,org/jboss/netty/channel/socket/nio/NioServerSocketPipelineSink:close:198
java/util/concurrent/locks/Lock.unlock()V,org/jboss/netty/channel/socket/nio/NioServerSocketPipelineSink:close:199
java/util/concurrent/atomic/AtomicBoolean.compareAndSet(ZZ)Z,org/jboss/netty/channel/socket/nio/NioClientSocketPipelineSink$Boss:register:227
java/nio/channels/Selector.wakeup()Ljava/nio/channels/Selector;,org/jboss/netty/channel/socket/nio/NioClientSocketPipelineSink$Boss:register:227
java/util/concurrent/Executors.newCachedThreadPool(Ljava/util/concurrent/ThreadFactory;)Ljava/util/concurrent/ExecutorService;,org/apache/dubbo/remoting/transport/netty/NettyServer:doOpen:68
java/net/ServerSocket.bind(Ljava/net/SocketAddress;I)V,org/jboss/netty/channel/socket/nio/NioServerSocketPipelineSink:bind:148
java/nio/channels/ServerSocketChannel.socket()Ljava/net/ServerSocket;,org/jboss/netty/channel/socket/nio/NioServerSocketPipelineSink:bind:148
java/nio/channels/Selector.open()Ljava/nio/channels/Selector;,org/jboss/netty/channel/socket/nio/NioServerSocketPipelineSink$Boss:<init>:219
java/util/concurrent/atomic/AtomicReferenceFieldUpdater.newUpdater(Ljava/lang/Class;Ljava/lang/Class;Ljava/lang/String;)Ljava/util/concurrent/atomic/AtomicReferenceFieldUpdater;,org/jboss/netty/util/internal/AtomicFieldUpdaterUtil:newRefUpdater:60
java/util/concurrent/locks/Lock.unlock()V,org/apache/dubbo/remoting/transport/AbstractClient:connect:296
java/nio/channels/Selector.wakeup()Ljava/nio/channels/Selector;,org/jboss/netty/channel/socket/nio/NioServerSocketPipelineSink:close:180
java/util/concurrent/atomic/AtomicInteger.incrementAndGet()I,org/jboss/netty/channel/socket/nio/NioClientSocketPipelineSink:<init>:63
java/nio/channels/ServerSocketChannel.socket()Ljava/net/ServerSocket;,org/jboss/netty/channel/socket/nio/NioServerSocketPipelineSink:bind:149
java/net/ServerSocket.bind(Ljava/net/SocketAddress;I)V,org/jboss/netty/channel/socket/nio/NioServerSocketPipelineSink:bind:149
java/util/concurrent/locks/Lock.lock()V,org/jboss/netty/channel/socket/nio/NioServerSocketPipelineSink:close:186
java/lang/System.currentTimeMillis()J,org/apache/dubbo/remoting/transport/AbstractClient:<init>:66
java/lang/System.currentTimeMillis()J,org/apache/dubbo/remoting/transport/netty/NettyClient:doConnect:87
java/util/concurrent/ExecutorService.awaitTermination(JLjava/util/concurrent/TimeUnit;)Z,org/jboss/netty/util/internal/ExecutorUtil:terminate:107
java/util/concurrent/ExecutorService.awaitTermination(JLjava/util/concurrent/TimeUnit;)Z,org/apache/dubbo/common/utils/ExecutorUtil:shutdownNow:93
java/util/concurrent/atomic/AtomicInteger.incrementAndGet()I,org/jboss/netty/channel/socket/nio/NioServerSocketPipelineSink:<init>:59
java/util/concurrent/ExecutorService.shutdownNow()Ljava/util/List;,org/jboss/netty/util/internal/ExecutorUtil:terminate:90
java/util/concurrent/locks/Lock.unlock()V,org/apache/dubbo/remoting/transport/AbstractClient:disconnect:318
java/util/concurrent/locks/Lock.unlock()V,org/apache/dubbo/remoting/transport/AbstractClient:disconnect:319
java/util/concurrent/Executors.newCachedThreadPool(Ljava/util/concurrent/ThreadFactory;)Ljava/util/concurrent/ExecutorService;,org/apache/dubbo/remoting/transport/netty/NettyClient:<clinit>:51
java/util/concurrent/atomic/AtomicIntegerFieldUpdater.newUpdater(Ljava/lang/Class;Ljava/lang/String;)Ljava/util/concurrent/atomic/AtomicIntegerFieldUpdater;,org/jboss/netty/util/internal/AtomicFieldUpdaterUtil:newIntUpdater:68
java/util/concurrent/ScheduledThreadPoolExecutor.scheduleWithFixedDelay(Ljava/lang/Runnable;JJLjava/util/concurrent/TimeUnit;)Ljava/util/concurrent/ScheduledFuture;,org/apache/dubbo/remoting/transport/AbstractClient:initConnectStatusCheckCommand:176
java/util/concurrent/BlockingQueue.poll(JLjava/util/concurrent/TimeUnit;)Ljava/lang/Object;,org/jboss/netty/bootstrap/ServerBootstrap:bind:290
java/lang/Thread.sleep(J)V,org/apache/dubbo/remoting/exchange/support/header/HeartbeatHandlerTest:testServerHeartbeat:70
java/util/concurrent/atomic/AtomicReferenceFieldUpdater.newUpdater(Ljava/lang/Class;Ljava/lang/Class;Ljava/lang/String;)Ljava/util/concurrent/atomic/AtomicReferenceFieldUpdater;,org/jboss/netty/util/internal/AtomicFieldUpdaterUtil:newRefUpdater:61
java/util/concurrent/Executors.newCachedThreadPool(Ljava/util/concurrent/ThreadFactory;)Ljava/util/concurrent/ExecutorService;,org/apache/dubbo/remoting/transport/netty/NettyServer:doOpen:69
java/nio/channels/SocketChannel.open()Ljava/nio/channels/SocketChannel;,org/jboss/netty/channel/socket/nio/NioClientSocketChannel:newSocket:48
java/util/concurrent/atomic/AtomicInteger.getAndIncrement()I,org/jboss/netty/channel/socket/nio/NioClientSocketPipelineSink:nextWorker:165
java/util/concurrent/atomic/AtomicBoolean.compareAndSet(ZZ)Z,org/jboss/netty/channel/socket/nio/NioClientSocketPipelineSink$Boss:register:226
java/net/ServerSocket.isBound()Z,org/jboss/netty/channel/socket/nio/NioServerSocketChannel:isBound:101
java/nio/channels/ServerSocketChannel.socket()Ljava/net/ServerSocket;,org/jboss/netty/channel/socket/nio/NioServerSocketChannel:isBound:101
java/util/concurrent/ScheduledThreadPoolExecutor.scheduleWithFixedDelay(Ljava/lang/Runnable;JJLjava/util/concurrent/TimeUnit;)Ljava/util/concurrent/ScheduledFuture;,org/apache/dubbo/remoting/transport/AbstractClient:initConnectStatusCheckCommand:177
java/nio/channels/ServerSocketChannel.socket()Ljava/net/ServerSocket;,org/jboss/netty/channel/socket/nio/NioServerSocketChannel:isBound:102
java/net/ServerSocket.isBound()Z,org/jboss/netty/channel/socket/nio/NioServerSocketChannel:isBound:102
java/util/concurrent/ExecutorService.shutdownNow()Ljava/util/List;,org/jboss/netty/util/internal/ExecutorUtil:terminate:91
java/util/concurrent/ExecutorService.awaitTermination(JLjava/util/concurrent/TimeUnit;)Z,org/apache/dubbo/common/utils/ExecutorUtil:shutdownNow:92
java/util/concurrent/locks/Lock.lock()V,org/apache/dubbo/remoting/transport/AbstractClient:connect:269
java/nio/channels/SocketChannel.connect(Ljava/net/SocketAddress;)Z,org/jboss/netty/channel/socket/nio/NioClientSocketPipelineSink:connect:140
java/util/concurrent/atomic/AtomicReferenceFieldUpdater.set(Ljava/lang/Object;Ljava/lang/Object;)V,org/jboss/netty/util/internal/AtomicFieldUpdaterUtil:<clinit>:46
java/nio/channels/ServerSocketChannel.socket()Ljava/net/ServerSocket;,org/jboss/netty/channel/socket/nio/NioServerSocketChannel:<init>:83
java/nio/channels/Selector.wakeup()Ljava/nio/channels/Selector;,org/jboss/netty/channel/socket/nio/NioServerSocketPipelineSink:close:179
java/util/concurrent/Executors.newCachedThreadPool(Ljava/util/concurrent/ThreadFactory;)Ljava/util/concurrent/ExecutorService;,org/apache/dubbo/remoting/transport/netty/NettyServer:doOpen:67
java/util/concurrent/atomic/AtomicReferenceFieldUpdater.newUpdater(Ljava/lang/Class;Ljava/lang/Class;Ljava/lang/String;)Ljava/util/concurrent/atomic/AtomicReferenceFieldUpdater;,org/jboss/netty/util/internal/AtomicFieldUpdaterUtil:<clinit>:41
java/lang/Object.wait(JI)V,org/jboss/netty/channel/DefaultChannelFuture:await0:265
java/nio/channels/ServerSocketChannel.open()Ljava/nio/channels/ServerSocketChannel;,org/jboss/netty/channel/socket/nio/NioServerSocketChannel:<init>:65
java/lang/System.currentTimeMillis()J,org/apache/dubbo/remoting/transport/netty/NettyClient:doConnect:88
java/util/concurrent/atomic/AtomicInteger.set(I)V,org/apache/dubbo/remoting/transport/AbstractClient:connect:288
java/util/concurrent/atomic/AtomicBoolean.set(Z)V,org/apache/dubbo/remoting/transport/AbstractClient:connect:288
java/util/concurrent/ExecutorService.shutdownNow()Ljava/util/List;,org/apache/dubbo/common/utils/ExecutorUtil:shutdownNow:86
java/util/concurrent/atomic/AtomicInteger.incrementAndGet()I,org/jboss/netty/channel/socket/nio/NioServerSocketPipelineSink:<init>:60
java/util/concurrent/atomic/AtomicBoolean.set(Z)V,org/apache/dubbo/remoting/transport/AbstractClient:connect:289
java/util/concurrent/atomic/AtomicInteger.incrementAndGet()I,org/jboss/netty/channel/socket/nio/NioClientSocketPipelineSink:<init>:64
java/lang/Thread.sleep(J)V,org/apache/dubbo/remoting/exchange/support/header/HeartbeatHandlerTest:testServerHeartbeat:71
java/util/concurrent/atomic/AtomicInteger.set(I)V,org/apache/dubbo/remoting/transport/AbstractClient:connect:287
java/nio/channels/Selector.open()Ljava/nio/channels/Selector;,org/jboss/netty/channel/socket/nio/NioClientSocketPipelineSink$Boss:register:188
java/nio/channels/Selector.keys()Ljava/util/Set;,org/jboss/netty/channel/socket/nio/NioClientSocketPipelineSink$Boss:run:292
java/nio/channels/SelectionKey.attachment()Ljava/lang/Object;,org/jboss/netty/channel/socket/nio/NioClientSocketPipelineSink$Boss:connect:383
java/util/concurrent/atomic/AtomicBoolean.set(Z)V,org/jboss/netty/channel/socket/nio/NioClientSocketPipelineSink$Boss:run:236
java/nio/channels/SelectionKey.cancel()V,org/jboss/netty/channel/socket/nio/NioClientSocketPipelineSink$Boss:connect:386
java/nio/channels/Selector.selectedKeys()Ljava/util/Set;,org/jboss/netty/channel/socket/nio/NioClientSocketPipelineSink$Boss:run:277
java/nio/channels/SelectionKey.isValid()Z,org/jboss/netty/channel/socket/nio/NioClientSocketPipelineSink$Boss:processSelectedKeys:349
java/nio/channels/Selector.select(J)I,org/jboss/netty/channel/socket/nio/NioClientSocketPipelineSink$Boss:run:239
java/nio/channels/SelectionKey.isConnectable()Z,org/jboss/netty/channel/socket/nio/NioClientSocketPipelineSink$Boss:processSelectedKeys:353
java/nio/channels/SocketChannel.finishConnect()Z,org/jboss/netty/channel/socket/nio/NioClientSocketPipelineSink$Boss:connect:385
java/lang/Runnable.run()V,org/jboss/netty/channel/socket/nio/NioClientSocketPipelineSink$Boss:processRegisterTaskQueue:339
java/nio/channels/SocketChannel.finishConnect()Z,org/jboss/netty/channel/socket/nio/NioClientSocketPipelineSink$Boss:connect:384
java/nio/channels/Selector.selectedKeys()Ljava/util/Set;,org/jboss/netty/channel/socket/nio/NioClientSocketPipelineSink$Boss:run:276
java/util/concurrent/atomic/AtomicBoolean.get()Z,org/jboss/netty/channel/socket/nio/NioClientSocketPipelineSink$Boss:run:270
java/nio/channels/SelectionKey.isConnectable()Z,org/jboss/netty/channel/socket/nio/NioClientSocketPipelineSink$Boss:processSelectedKeys:354
java/nio/channels/SelectionKey.attachment()Ljava/lang/Object;,org/jboss/netty/channel/socket/nio/NioClientSocketPipelineSink$Boss:connect:382
java/util/concurrent/atomic/AtomicBoolean.set(Z)V,org/jboss/netty/channel/socket/nio/NioClientSocketPipelineSink$Boss:run:237
java/lang/Runnable.run()V,org/jboss/netty/channel/socket/nio/NioClientSocketPipelineSink$Boss:processRegisterTaskQueue:340
java/util/concurrent/atomic/AtomicBoolean.get()Z,org/jboss/netty/channel/socket/nio/NioClientSocketPipelineSink$Boss:run:269
java/nio/channels/Selector.keys()Ljava/util/Set;,org/jboss/netty/channel/socket/nio/NioClientSocketPipelineSink$Boss:run:291
java/nio/channels/SelectionKey.isValid()Z,org/jboss/netty/channel/socket/nio/NioClientSocketPipelineSink$Boss:processSelectedKeys:348
java/nio/channels/Selector.select(J)I,org/jboss/netty/channel/socket/nio/NioClientSocketPipelineSink$Boss:run:240
java/nio/channels/Selector.keys()Ljava/util/Set;,org/jboss/netty/channel/socket/nio/NioClientSocketPipelineSink$Boss:run:284
java/util/concurrent/ExecutorService.isShutdown()Z,org/jboss/netty/channel/socket/nio/NioClientSocketPipelineSink$Boss:run:293
java/nio/channels/Selector.keys()Ljava/util/Set;,org/jboss/netty/channel/socket/nio/NioClientSocketPipelineSink$Boss:run:297
java/nio/channels/Selector.keys()Ljava/util/Set;,org/jboss/netty/channel/socket/nio/NioClientSocketPipelineSink$Boss:run:283
java/nio/channels/Selector.close()V,org/jboss/netty/channel/socket/nio/NioClientSocketPipelineSink$Boss:run:299
java/nio/channels/Selector.close()V,org/jboss/netty/channel/socket/nio/NioClientSocketPipelineSink$Boss:run:300
java/nio/channels/Selector.keys()Ljava/util/Set;,org/jboss/netty/channel/socket/nio/NioClientSocketPipelineSink$Boss:run:296
java/util/concurrent/ExecutorService.execute(Ljava/lang/Runnable;)V,org/apache/dubbo/remoting/transport/dispatcher/all/AllChannelHandler:received:63
java/nio/channels/SelectionKey.channel()Ljava/nio/channels/SelectableChannel;,org/jboss/netty/channel/socket/nio/NioWorker:read:308
java/util/concurrent/ExecutorService.execute(Ljava/lang/Runnable;)V,org/apache/dubbo/remoting/transport/dispatcher/all/AllChannelHandler:received:64
java/nio/ByteBuffer.wrap([BII)Ljava/nio/ByteBuffer;,org/jboss/netty/buffer/HeapChannelBuffer:toByteBuffer:210
java/nio/ByteBuffer.array()[B,org/apache/dubbo/remoting/buffer/ChannelBuffers:wrappedBuffer:77
java/nio/ByteBuffer.hasArray()Z,org/apache/dubbo/remoting/buffer/ChannelBuffers:wrappedBuffer:76
